dateTime,date,measure,station,label,stationReference,parameter,qualifier,datumType,period,unitName,valueType,value
2024-01-02T00:00:00Z,2024-01-02,http://environment.data.gov.uk/flood-monitoring/id/measures/2001TH-level-downstage-i-15_min-mASD,http://environment.data.gov.uk/flood-monitoring/id/stations/2001TH,Benson Lock,2001TH,level,Downstream Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumASD,900.0,mASD,instantaneous,4.178
2024-01-02T00:00:00Z,2024-01-02,http://environment.data.gov.uk/flood-monitoring/id/measures/0903TH-level-stage-i-15_min-mASD,http://environment.data.gov.uk/flood-monitoring/id/stations/0903TH,Rushey Lock,0903TH,level,Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumASD,900.0,mASD,instantaneous,0.516
2024-01-02T00:00:00Z,2024-01-02,http://environment.data.gov.uk/flood-monitoring/id/measures/3404TH-level-stage-i-15_min-mAOD,http://environment.data.gov.uk/flood-monitoring/id/stations/3404TH,Trowlock Island,3404TH,level,Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumAOD,900.0,mAOD,instantaneous,4.551
2024-01-02T00:00:00Z,2024-01-02,http://environment.data.gov.uk/flood-monitoring/id/measures/2002TH-level-downstage-i-15_min-mASD,http://environment.data.gov.uk/flood-monitoring/id/stations/2002TH,Cleeve Lock,2002TH,level,Downstream Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumASD,900.0,mASD,instantaneous,2.704
2024-01-02T00:00:00Z,2024-01-02,http://environment.data.gov.uk/flood-monitoring/id/measures/2904TH-level-stage-i-15_min-mASD,http://environment.data.gov.uk/flood-monitoring/id/stations/2904TH,Shepperton Lock,2904TH,level,Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumASD,900.0,mASD,instantaneous,0.110
2024-01-02T00:00:00Z,2024-01-02,http://environment.data.gov.uk/flood-monitoring/id/measures/2607TH-level-stage-i-15_min-mASD,http://environment.data.gov.uk/flood-monitoring/id/stations/2607TH,Bray Lock,2607TH,level,Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumASD,900.0,mASD,instantaneous,0.260
2024-01-02T00:00:00Z,2024-01-02,http://environment.data.gov.uk/flood-monitoring/id/measures/1501TH-level-stage-i-15_min-mASD,http://environment.data.gov.uk/flood-monitoring/id/stations/1501TH,Iffley Lock,1501TH,level,Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumASD,900.0,mASD,instantaneous,0.119
2024-01-02T00:00:00Z,2024-01-02,http://environment.data.gov.uk/flood-monitoring/id/measures/1201TH-level-downstage-i-15_min-mASD,http://environment.data.gov.uk/flood-monitoring/id/stations/1201TH,Eynsham Lock,1201TH,level,Downstream Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumASD,900.0,mASD,instantaneous,3.089
2024-01-02T00:00:00Z,2024-01-02,http://environment.data.gov.uk/flood-monitoring/id/measures/2602TH-level-stage-i-15_min-mASD,http://environment.data.gov.uk/flood-monitoring/id/stations/2602TH,Boulters Lock,2602TH,level,Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumASD,900.0,mASD,instantaneous,0.143
2024-01-02T00:00:00Z,2024-01-02,http://environment.data.gov.uk/flood-monitoring/id/measures/0901TH-level-downstage-i-15_min-mASD,http://environment.data.gov.uk/flood-monitoring/id/stations/0901TH,Grafton Lock,0901TH,level,Downstream Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumASD,900.0,mASD,instantaneous,3.198
2024-01-02T00:00:00Z,2024-01-02,http://environment.data.gov.uk/flood-monitoring/id/measures/3101TH-level-downstage-i-15_min-mASD,http://environment.data.gov.uk/flood-monitoring/id/stations/3101TH,Sunbury  Lock,3101TH,level,Downstream Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumASD,900.0,mASD,instantaneous,3.186
2024-01-02T00:00:00Z,2024-01-02,http://environment.data.gov.uk/flood-monitoring/id/measures/2002TH-level-stage-i-15_min-mASD,http://environment.data.gov.uk/flood-monitoring/id/stations/2002TH,Cleeve Lock,2002TH,level,Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumASD,900.0,mASD,instantaneous,0.096
2024-01-02T00:00:00Z,2024-01-02,http://environment.data.gov.uk/flood-monitoring/id/measures/2497TH-level-downstage-i-15_min-mASD,http://environment.data.gov.uk/flood-monitoring/id/stations/2497TH,Hurley Lock,2497TH,level,Downstream Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumASD,900.0,mASD,instantaneous,2.124
2024-01-02T00:00:00Z,2024-01-02,http://environment.data.gov.uk/flood-monitoring/id/measures/2703TH-level-downstage-i-15_min-mASD,http://environment.data.gov.uk/flood-monitoring/id/stations/2703TH,Old Windsor Lock,2703TH,level,Downstream Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumASD,900.0,mASD,instantaneous,3.659
2024-01-02T00:00:00Z,2024-01-02,http://environment.data.gov.uk/flood-monitoring/id/measures/2904TH-level-downstage-i-15_min-mASD,http://environment.data.gov.uk/flood-monitoring/id/stations/2904TH,Shepperton Lock,2904TH,level,Downstream Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumASD,900.0,mASD,instantaneous,3.574
2024-01-02T00:00:00Z,2024-01-02,http://environment.data.gov.uk/flood-monitoring/id/measures/1303TH-level-downstage-i-15_min-mASD,http://environment.data.gov.uk/flood-monitoring/id/stations/1303TH,Osney Lock,1303TH,level,Downstream Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumASD,900.0,mASD,instantaneous,3.323
2024-01-02T00:00:00Z,2024-01-02,http://environment.data.gov.uk/flood-monitoring/id/measures/3102TH-level-downstage-i-15_min-mASD,http://environment.data.gov.uk/flood-monitoring/id/stations/3102TH,Molesey Lock,3102TH,level,Downstream Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumASD,900.0,mASD,instantaneous,3.365
2024-01-02T00:00:00Z,2024-01-02,http://environment.data.gov.uk/flood-monitoring/id/measures/1502TH-level-downstage-i-15_min-mASD,http://environment.data.gov.uk/flood-monitoring/id/stations/1502TH,Sandford-on-Thames,1502TH,level,Downstream Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumASD,900.0,mASD,instantaneous,3.073
2024-01-02T00:00:00Z,2024-01-02,http://environment.data.gov.uk/flood-monitoring/id/measures/0144TH-level-stage-i-15_min-mASD,http://environment.data.gov.uk/flood-monitoring/id/stations/0144TH,Somerford Keynes,0144TH,level,Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumASD,900.0,mASD,instantaneous,1.410
2024-01-02T00:00:00Z,2024-01-02,http://environment.data.gov.uk/flood-monitoring/id/measures/0904TH-level-stage-i-15_min-mASD,http://environment.data.gov.uk/flood-monitoring/id/stations/0904TH,Shifford Lock,0904TH,level,Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumASD,900.0,mASD,instantaneous,0.516
2024-01-02T00:00:00Z,2024-01-02,http://environment.data.gov.uk/flood-monitoring/id/measures/2495TH-level-stage-i-15_min-mASD,http://environment.data.gov.uk/flood-monitoring/id/stations/2495TH,Marsh Lock,2495TH,level,Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumASD,900.0,mASD,instantaneous,0.305
2024-01-02T00:00:00Z,2024-01-02,http://environment.data.gov.uk/flood-monitoring/id/measures/3401TH-level-stage-i-15_min-mASD,http://environment.data.gov.uk/flood-monitoring/id/stations/3401TH,Teddington Lock,3401TH,level,Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumASD,900.0,mASD,instantaneous,-0.108
2024-01-02T00:00:00Z,2024-01-02,http://environment.data.gov.uk/flood-monitoring/id/measures/1301TH-level-downstage-i-15_min-mASD,http://environment.data.gov.uk/flood-monitoring/id/stations/1301TH,Kings Lock,1301TH,level,Downstream Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumASD,900.0,mASD,instantaneous,2.486
2024-01-02T00:00:00Z,2024-01-02,http://environment.data.gov.uk/flood-monitoring/id/measures/2201TH-level-downstage-i-15_min-mASD,http://environment.data.gov.uk/flood-monitoring/id/stations/2201TH,Caversham Lock,2201TH,level,Downstream Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumASD,900.0,mASD,instantaneous,2.932
2024-01-02T00:00:00Z,2024-01-02,http://environment.data.gov.uk/flood-monitoring/id/measures/2199TH-level-stage-i-15_min-mASD,http://environment.data.gov.uk/flood-monitoring/id/stations/2199TH,Mapledurham Lock,2199TH,level,Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumASD,900.0,mASD,instantaneous,0.261
2024-01-02T00:00:00Z,2024-01-02,http://environment.data.gov.uk/flood-monitoring/id/measures/2703TH-level-stage-i-15_min-mASD,http://environment.data.gov.uk/flood-monitoring/id/stations/2703TH,Old Windsor Lock,2703TH,level,Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumASD,900.0,mASD,instantaneous,0.524
2024-01-02T00:00:00Z,2024-01-02,http://environment.data.gov.uk/flood-monitoring/id/measures/0190TH-level-downstage-i-15_min-mASD,http://environment.data.gov.uk/flood-monitoring/id/stations/0190TH,Cricklade,0190TH,level,Downstream Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumASD,900.0,mASD,instantaneous,0.957
2024-01-02T00:00:00Z,2024-01-02,http://environment.data.gov.uk/flood-monitoring/id/measures/3104TH-level-stage-i-15_min-mAOD,http://environment.data.gov.uk/flood-monitoring/id/stations/3104TH,Thames Ditton Island,3104TH,level,Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumAOD,900.0,mAOD,instantaneous,5.245
2024-01-02T00:00:00Z,2024-01-02,http://environment.data.gov.uk/flood-monitoring/id/measures/2497TH-level-stage-i-15_min-mASD,http://environment.data.gov.uk/flood-monitoring/id/stations/2497TH,Hurley Lock,2497TH,level,Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumASD,900.0,mASD,instantaneous,0.153
2024-01-02T00:00:00Z,2024-01-02,http://environment.data.gov.uk/flood-monitoring/id/measures/2301TH-level-stage-i-15_min-mASD,http://environment.data.gov.uk/flood-monitoring/id/stations/2301TH,Sonning Lock,2301TH,level,Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumASD,900.0,mASD,instantaneous,0.321
2024-01-02T00:00:00Z,2024-01-02,http://environment.data.gov.uk/flood-monitoring/id/measures/2601TH-level-stage-i-15_min-mASD,http://environment.data.gov.uk/flood-monitoring/id/stations/2601TH,Cookham Lock,2601TH,level,Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumASD,900.0,mASD,instantaneous,0.445
2024-01-02T00:00:00Z,2024-01-02,http://environment.data.gov.uk/flood-monitoring/id/measures/1099TH-level-downstage-i-15_min-mASD,http://environment.data.gov.uk/flood-monitoring/id/stations/1099TH,Northmoor Lock,1099TH,level,Downstream Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumASD,900.0,mASD,instantaneous,3.225
2024-01-02T00:00:00Z,2024-01-02,http://environment.data.gov.uk/flood-monitoring/id/measures/0901TH-level-stage-i-15_min-mASD,http://environment.data.gov.uk/flood-monitoring/id/stations/0901TH,Grafton Lock,0901TH,level,Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumASD,900.0,mASD,instantaneous,0.720
2024-01-02T00:00:00Z,2024-01-02,http://environment.data.gov.uk/flood-monitoring/id/measures/2902TH-level-stage-i-15_min-mASD,http://environment.data.gov.uk/flood-monitoring/id/stations/2902TH,Chertsey Lock,2902TH,level,Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumASD,900.0,mASD,instantaneous,0.400
2024-01-02T00:00:00Z,2024-01-02,http://environment.data.gov.uk/flood-monitoring/id/measures/0898TH-level-downstage-i-15_min-mASD,http://environment.data.gov.uk/flood-monitoring/id/stations/0898TH,Buscot Lock,0898TH,level,Downstream Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumASD,900.0,mASD,instantaneous,3.615
2024-01-02T00:00:00Z,2024-01-02,http://environment.data.gov.uk/flood-monitoring/id/measures/1502TH-level-stage-i-15_min-mASD,http://environment.data.gov.uk/flood-monitoring/id/stations/1502TH,Sandford-on-Thames,1502TH,level,Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumASD,900.0,mASD,instantaneous,0.081
2024-01-02T00:00:00Z,2024-01-02,http://environment.data.gov.uk/flood-monitoring/id/measures/2302TH-level-downstage-i-15_min-mASD,http://environment.data.gov.uk/flood-monitoring/id/stations/2302TH,Shiplake Lock,2302TH,level,Downstream Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumASD,900.0,mASD,instantaneous,3.092
2024-01-02T00:00:00Z,2024-01-02,http://environment.data.gov.uk/flood-monitoring/id/measures/0903TH-level-downstage-i-15_min-mASD,http://environment.data.gov.uk/flood-monitoring/id/stations/0903TH,Rushey Lock,0903TH,level,Downstream Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumASD,900.0,mASD,instantaneous,3.653
2024-01-02T00:00:00Z,2024-01-02,http://environment.data.gov.uk/flood-monitoring/id/measures/1102TH-level-stage-i-15_min-mASD,http://environment.data.gov.uk/flood-monitoring/id/stations/1102TH,Pinkhill Lock,1102TH,level,Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumASD,900.0,mASD,instantaneous,0.398
2024-01-02T00:00:00Z,2024-01-02,http://environment.data.gov.uk/flood-monitoring/id/measures/1501TH-level-downstage-i-15_min-mASD,http://environment.data.gov.uk/flood-monitoring/id/stations/1501TH,Iffley Lock,1501TH,level,Downstream Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumASD,900.0,mASD,instantaneous,2.686
2024-01-02T00:00:00Z,2024-01-02,http://environment.data.gov.uk/flood-monitoring/id/measures/3401TH-level-downstage-i-15_min-mASD,http://environment.data.gov.uk/flood-monitoring/id/stations/3401TH,Teddington Lock,3401TH,level,Downstream Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumASD,900.0,mASD,instantaneous,4.344
2024-01-02T00:00:00Z,2024-01-02,http://environment.data.gov.uk/flood-monitoring/id/measures/1799TH-level-downstage-i-15_min-mASD,http://environment.data.gov.uk/flood-monitoring/id/stations/1799TH,Culham Lock,1799TH,level,Downstream Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumASD,900.0,mASD,instantaneous,3.601
2024-01-02T00:00:00Z,2024-01-02,http://environment.data.gov.uk/flood-monitoring/id/measures/1899TH-level-stage-i-15_min-mASD,http://environment.data.gov.uk/flood-monitoring/id/stations/1899TH,Days Lock,1899TH,level,Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumASD,900.0,mASD,instantaneous,0.503
2024-01-02T00:00:00Z,2024-01-02,http://environment.data.gov.uk/flood-monitoring/id/measures/0902TH-level-stage-i-15_min-mASD,http://environment.data.gov.uk/flood-monitoring/id/stations/0902TH,Radcot Lock,0902TH,level,Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumASD,900.0,mASD,instantaneous,0.536
2024-01-02T00:00:00Z,2024-01-02,http://environment.data.gov.uk/flood-monitoring/id/measures/2001TH-level-stage-i-15_min-mASD,http://environment.data.gov.uk/flood-monitoring/id/stations/2001TH,Benson Lock,2001TH,level,Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumASD,900.0,mASD,instantaneous,0.606
2024-01-02T00:00:00Z,2024-01-02,http://environment.data.gov.uk/flood-monitoring/id/measures/1302TH-level-downstage-i-15_min-mASD,http://environment.data.gov.uk/flood-monitoring/id/stations/1302TH,Godstow Lock,1302TH,level,Downstream Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumASD,900.0,mASD,instantaneous,2.720
2024-01-02T00:00:00Z,2024-01-02,http://environment.data.gov.uk/flood-monitoring/id/measures/0190TH-level-stage-i-15_min-mASD,http://environment.data.gov.uk/flood-monitoring/id/stations/0190TH,Cricklade,0190TH,level,Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumASD,900.0,mASD,instantaneous,0.972
2024-01-02T00:00:00Z,2024-01-02,http://environment.data.gov.uk/flood-monitoring/id/measures/1099TH-level-stage-i-15_min-mASD,http://environment.data.gov.uk/flood-monitoring/id/stations/1099TH,Northmoor Lock,1099TH,level,Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumASD,900.0,mASD,instantaneous,0.591
2024-01-02T00:00:00Z,2024-01-02,http://environment.data.gov.uk/flood-monitoring/id/measures/2003TH-level-downstage-i-15_min-mASD,http://environment.data.gov.uk/flood-monitoring/id/stations/2003TH,Goring Lock,2003TH,level,Downstream Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumASD,900.0,mASD,instantaneous,4.179
2024-01-02T00:00:00Z,2024-01-02,http://environment.data.gov.uk/flood-monitoring/id/measures/3102TH-level-stage-i-15_min-mASD,http://environment.data.gov.uk/flood-monitoring/id/stations/3102TH,Molesey Lock,3102TH,level,Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumASD,900.0,mASD,instantaneous,0.165
2024-01-02T00:00:00Z,2024-01-02,http://environment.data.gov.uk/flood-monitoring/id/measures/2495TH-level-downstage-i-15_min-mASD,http://environment.data.gov.uk/flood-monitoring/id/stations/2495TH,Marsh Lock,2495TH,level,Downstream Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumASD,900.0,mASD,instantaneous,3.133
2024-01-02T00:00:00Z,2024-01-02,http://environment.data.gov.uk/flood-monitoring/id/measures/2698TH-level-stage-i-15_min-mASD,http://environment.data.gov.uk/flood-monitoring/id/stations/2698TH,Romney Lock,2698TH,level,Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumASD,900.0,mASD,instantaneous,0.172
2024-01-02T00:00:00Z,2024-01-02,http://environment.data.gov.uk/flood-monitoring/id/measures/2004TH-level-downstage-i-15_min-mASD,http://environment.data.gov.uk/flood-monitoring/id/stations/2004TH,Whitchurch Lock,2004TH,level,Downstream Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumASD,900.0,mASD,instantaneous,2.685
2024-01-02T00:00:00Z,2024-01-02,http://environment.data.gov.uk/flood-monitoring/id/measures/0902TH-level-downstage-i-15_min-mASD,http://environment.data.gov.uk/flood-monitoring/id/stations/0902TH,Radcot Lock,0902TH,level,Downstream Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumASD,900.0,mASD,instantaneous,3.357
2024-01-02T00:00:00Z,2024-01-02,http://environment.data.gov.uk/flood-monitoring/id/measures/1899TH-level-downstage-i-15_min-mASD,http://environment.data.gov.uk/flood-monitoring/id/stations/1899TH,Days Lock,1899TH,level,Downstream Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumASD,900.0,mASD,instantaneous,3.902
2024-01-02T00:00:00Z,2024-01-02,http://environment.data.gov.uk/flood-monitoring/id/measures/2902TH-level-downstage-i-15_min-mASD,http://environment.data.gov.uk/flood-monitoring/id/stations/2902TH,Chertsey Lock,2902TH,level,Downstream Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumASD,900.0,mASD,instantaneous,3.383
2024-01-02T00:00:00Z,2024-01-02,http://environment.data.gov.uk/flood-monitoring/id/measures/0130TH-level-stage-i-15_min-mASD,http://environment.data.gov.uk/flood-monitoring/id/stations/0130TH,Ewen,0130TH,level,Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumASD,900.0,mASD,instantaneous,0.781
2024-01-02T00:00:00Z,2024-01-02,http://environment.data.gov.uk/flood-monitoring/id/measures/1102TH-level-downstage-i-15_min-mASD,http://environment.data.gov.uk/flood-monitoring/id/stations/1102TH,Pinkhill Lock,1102TH,level,Downstream Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumASD,900.0,mASD,instantaneous,2.810
2024-01-02T00:00:00Z,2024-01-02,http://environment.data.gov.uk/flood-monitoring/id/measures/0904TH-level-downstage-i-15_min-mASD,http://environment.data.gov.uk/flood-monitoring/id/stations/0904TH,Shifford Lock,0904TH,level,Downstream Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumASD,900.0,mASD,instantaneous,3.807
2024-01-02T00:00:00Z,2024-01-02,http://environment.data.gov.uk/flood-monitoring/id/measures/2301TH-level-downstage-i-15_min-mASD,http://environment.data.gov.uk/flood-monitoring/id/stations/2301TH,Sonning Lock,2301TH,level,Downstream Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumASD,900.0,mASD,instantaneous,3.266
2024-01-02T00:00:00Z,2024-01-02,http://environment.data.gov.uk/flood-monitoring/id/measures/1301TH-level-stage-i-15_min-mASD,http://environment.data.gov.uk/flood-monitoring/id/stations/1301TH,Kings Lock,1301TH,level,Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumASD,900.0,mASD,instantaneous,0.346
2024-01-02T00:00:00Z,2024-01-02,http://environment.data.gov.uk/flood-monitoring/id/measures/2199TH-level-downstage-i-15_min-mASD,http://environment.data.gov.uk/flood-monitoring/id/stations/2199TH,Mapledurham Lock,2199TH,level,Downstream Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumASD,900.0,mASD,instantaneous,3.601
2024-01-02T00:00:00Z,2024-01-02,http://environment.data.gov.uk/flood-monitoring/id/measures/0130TH-level-downstage-i-15_min-mASD,http://environment.data.gov.uk/flood-monitoring/id/stations/0130TH,Ewen,0130TH,level,Downstream Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumASD,900.0,mASD,instantaneous,0.776
2024-01-02T00:00:00Z,2024-01-02,http://environment.data.gov.uk/flood-monitoring/id/measures/1799TH-level-stage-i-15_min-mASD,http://environment.data.gov.uk/flood-monitoring/id/stations/1799TH,Culham Lock,1799TH,level,Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumASD,900.0,mASD,instantaneous,0.504
2024-01-02T00:00:00Z,2024-01-02,http://environment.data.gov.uk/flood-monitoring/id/measures/0898TH-level-stage-i-15_min-mASD,http://environment.data.gov.uk/flood-monitoring/id/stations/0898TH,Buscot Lock,0898TH,level,Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumASD,900.0,mASD,instantaneous,0.631
2024-01-02T00:00:00Z,2024-01-02,http://environment.data.gov.uk/flood-monitoring/id/measures/2698TH-level-downstage-i-15_min-mASD,http://environment.data.gov.uk/flood-monitoring/id/stations/2698TH,Romney Lock,2698TH,level,Downstream Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumASD,900.0,mASD,instantaneous,3.955
2024-01-02T00:00:00Z,2024-01-02,http://environment.data.gov.uk/flood-monitoring/id/measures/1503TH-level-stage-i-15_min-mASD,http://environment.data.gov.uk/flood-monitoring/id/stations/1503TH,Abingdon Lock,1503TH,level,Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumASD,900.0,mASD,instantaneous,-0.043
2024-01-02T00:00:00Z,2024-01-02,http://environment.data.gov.uk/flood-monitoring/id/measures/0569TH-level-stage-i-15_min-mASD,http://environment.data.gov.uk/flood-monitoring/id/stations/0569TH,Hannington Bridge,0569TH,level,Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumASD,900.0,mASD,instantaneous,4.174
2024-01-02T00:00:00Z,2024-01-02,http://environment.data.gov.uk/flood-monitoring/id/measures/3101TH-level-stage-i-15_min-mASD,http://environment.data.gov.uk/flood-monitoring/id/stations/3101TH,Sunbury  Lock,3101TH,level,Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumASD,900.0,mASD,instantaneous,0.075
2024-01-02T00:00:00Z,2024-01-02,http://environment.data.gov.uk/flood-monitoring/id/measures/1801TH-level-stage-i-15_min-mASD,http://environment.data.gov.uk/flood-monitoring/id/stations/1801TH,Clifton Lock,1801TH,level,Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumASD,900.0,mASD,instantaneous,1.106
2024-01-02T00:00:00Z,2024-01-02,http://environment.data.gov.uk/flood-monitoring/id/measures/2702TH-level-stage-i-15_min-mASD,http://environment.data.gov.uk/flood-monitoring/id/stations/2702TH,Bell Weir,2702TH,level,Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumASD,900.0,mASD,instantaneous,0.113
2024-01-02T00:00:00Z,2024-01-02,http://environment.data.gov.uk/flood-monitoring/id/measures/2601TH-level-downstage-i-15_min-mASD,http://environment.data.gov.uk/flood-monitoring/id/stations/2601TH,Cookham Lock,2601TH,level,Downstream Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumASD,900.0,mASD,instantaneous,3.393
